"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","30-Sep-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","251.3","0","0","0","0","0","8611.15"
"NIFTY","03-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","324.95","0","0","0","0","0","8738.1"
"NIFTY","04-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","321.45","0","0","0","0","0","8769.15"
"NIFTY","05-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","293.2","0","0","0","0","0","8743.95"
"NIFTY","06-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","268.1","0","0","0","0","0","8709.55"
"NIFTY","07-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","248.75","0","0","0","0","0","8697.6"
"NIFTY","10-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","235.55","0","0","0","0","0","8708.8"
"NIFTY","13-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","232.55","0","0","0","0","0","8573.35"
"NIFTY","14-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","220.85","0","0","0","0","0","8583.4"
"NIFTY","17-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","197.9","0","0","0","0","0","8520.4"
"NIFTY","18-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","302.1","0","0","0","0","0","8677.9"
"NIFTY","19-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","280.15","0","0","0","0","0","8659.1"
"NIFTY","20-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","281.2","0","0","0","0","0","8699.4"
"NIFTY","21-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","263.65","0","0","0","0","0","8693.05"
"NIFTY","24-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","251.95","0","0","0","0","0","8708.95"
"NIFTY","25-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","232.25","0","0","0","0","0","8691.3"
"NIFTY","26-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","212","0","0","0","0","0","8615.25"
"NIFTY","27-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","198.25","0","0","0","0","0","8615.25"
"NIFTY","28-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","193.05","0","0","0","0","0","8638"
"NIFTY","30-Oct-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","176.35","0","0","0","0","0","8625.7"
"NIFTY","01-Nov-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","163.1","0","0","0","0","0","-"
"NIFTY","02-Nov-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","159.15","0","0","0","0","0","-"
"NIFTY","03-Nov-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","142.9","0","0","0","0","0","-"
"NIFTY","04-Nov-2016","28-Sep-2017","CE","10000","0","0","0","259.8","0","127.8","0","0","0","0","0","8433.75"
